index,u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque
446,90.25109863,19.31238174,53.31866074,-93.10142517,41.5957222,4999.958496,-141.1651001,53.00960541,38.56721878,30.99870491,19.85066605,48.49337006
447,90.4187851,19.33415985,53.35300064,-93.0177002,41.66627502,4999.951172,-141.2264862,53.00520706,38.57817078,31.06679535,19.85065269,48.45120239
448,90.41473389,19.35752678,53.48185349,-93.02880859,41.71437454,4999.958984,-141.3589325,53.0189209,38.56661606,31.09214783,19.85064316,48.41970825
449,90.43234253,19.36241531,53.4728241,-92.99734497,41.75353241,4999.952148,-141.3852081,53.01483154,38.59461975,31.10513687,19.85063744,48.42142105
450,90.34608459,19.35995483,53.44606781,-93.00738525,41.80454636,4999.952637,-141.415802,52.97392273,38.64806747,31.1489315,19.85063171,48.40087128
451,90.28343201,19.34913254,53.4523735,-93.15738678,41.87687302,4999.953613,-141.2913208,53.00416183,38.72374725,31.18732262,19.85062981,48.462883
452,90.2541275,19.33663177,53.4885025,-93.25343323,41.89920807,4999.956055,-141.2715454,53.05046463,38.77261353,31.21109581,19.85062599,48.42376328
453,90.25402832,19.29582787,53.5429039,-93.30887604,41.89825439,4999.955566,-141.218399,53.07534027,38.80541229,31.23893547,19.85062408,48.48939896
454,90.29347229,19.25942802,53.65436172,-93.31581116,41.90790939,4999.95459,-141.1216431,53.06127548,38.82435226,31.26644325,19.85062408,48.50938034
455,90.22600555,19.20254898,53.77164841,-93.43056488,41.93312836,4999.957031,-141.129303,53.10546494,38.80646515,31.28615189,19.85062218,48.47591782
456,90.27050018,19.14746475,53.83663559,-93.46083832,42.05242157,4999.955566,-141.0364227,53.12751007,38.78739929,31.29517746,19.85062218,48.53699112
457,90.16997528,19.13694954,53.94034576,-93.52906799,42.21498871,4999.952637,-140.9417572,53.11953354,38.81220627,31.30068779,19.85062218,48.5778656
458,90.17660522,19.13755226,54.06034088,-93.53727722,42.23918533,4999.951172,-140.9001617,53.12011719,38.8188591,31.31122971,19.85062027,48.51593781
459,90.18729401,19.13031769,54.07041168,-93.55109406,42.23392487,4999.949707,-140.8204193,53.10613251,38.85256958,31.31824303,19.85062027,48.47642899
460,90.13329315,19.12865639,54.09831238,-93.73239899,42.33683777,4999.953125,-140.7867737,53.17184067,38.98932648,31.32581711,19.85764313,48.4545517
461,90.05231476,19.1673584,54.10066986,-93.74466705,42.45970154,4999.956055,-140.7664337,53.18175125,38.98176193,31.33405876,19.89332581,48.45581436
462,89.8917923,19.21651268,54.10301971,-93.73419952,42.54774094,4999.957031,-140.8012238,53.10891342,39.01269531,31.34409714,19.92816734,48.45084381
463,89.71924591,19.25053978,54.21090698,-93.87406158,42.60020447,4999.961426,-140.7411652,53.12965012,39.00511551,31.35637856,19.90618515,48.4738121
464,89.79924011,19.27240372,54.26325607,-93.69087982,42.59116364,4999.956543,-140.6947327,53.0866394,39.09386063,31.36367416,19.89043427,48.40350342
465,89.74694061,19.29345131,54.27192688,-93.64268494,42.58633041,4999.954102,-140.8356628,53.08271408,39.13399124,31.36326408,19.87914848,48.47703552
466,89.85320282,19.31269264,54.31048584,-93.5072937,42.63847351,4999.953125,-140.894165,53.06293106,39.12890625,31.35734177,19.87808418,48.47869873
467,89.93695068,19.33727455,54.44696045,-93.42391205,42.6762619,4999.959473,-140.9926605,53.04765701,39.1710701,31.3567276,19.89414597,48.4862709
468,89.97594452,19.35042572,54.54249954,-93.28633881,42.70344925,4999.960938,-141.1618958,53.01997757,39.18970108,31.36547279,19.8956337,48.49251938
469,90.09746552,19.35855293,54.55906677,-93.22322083,42.71644592,4999.958008,-141.1539307,53.01087952,39.19540024,31.37759781,19.92982101,48.53485107
470,90.31647491,19.35681343,54.51676178,-93.16923523,42.72457123,4999.95752,-141.185318,53.03778839,39.20101166,31.38710022,19.92097664,48.52338409
471,90.37099457,19.35151482,54.63170624,-93.09544373,42.73297119,4999.958984,-141.2595367,53.00252151,39.24124146,31.40066147,19.94723511,48.40728378
472,90.40891266,19.34771729,54.73656464,-93.16611481,42.73706818,4999.95459,-141.2651978,53.02988434,39.26491928,31.41245842,19.91984749,48.42816925
473,90.35095978,19.3255558,54.61254501,-93.20798492,42.74648285,4999.950195,-141.2859039,53.04999161,39.29383469,31.422575,19.90022469,48.42778397
474,90.32684326,19.24656868,54.55752563,-93.26577759,42.75365067,4999.95459,-141.2215118,53.05065918,39.35106277,31.43468285,19.88616371,48.40129852
475,90.20298767,19.19418716,54.74929047,-93.31206512,42.7589035,4999.955078,-141.1517944,53.03650665,39.41878128,31.43783569,19.87608719,48.41046524
476,90.24546814,19.14709473,54.87250519,-93.36489105,42.7676506,4999.955078,-141.0708618,53.09065247,39.44879532,31.43052864,19.87589073,48.43106079
477,90.22079468,19.1384449,54.89619827,-93.34700775,42.78136063,4999.952148,-141.0385132,53.07186508,39.50300598,31.4280014,19.89257431,48.31822205
478,90.28093719,19.11144257,54.95148468,-93.41339874,42.79172516,4999.958984,-140.9316254,53.09251404,39.52888489,31.43332291,19.88068199,48.35592651
479,90.30645752,19.10104561,55.0277977,-93.4168396,42.80807114,4999.959473,-140.8482819,53.09896851,39.51004791,31.44041824,19.88598633,48.33997345
480,90.27897644,19.0851593,55.19743729,-93.53911591,42.83111954,4999.959473,-140.8049774,53.11460876,39.5369606,31.4648056,19.96460915,48.34508514
481,90.08782196,19.10658264,55.23372269,-93.60391998,42.84763718,4999.953613,-140.7939606,53.104599,39.59827423,31.49808693,20.108778,48.38577271
482,90.09432983,19.14500237,55.15862656,-93.58370209,42.85649872,4999.955078,-140.7362671,53.07155991,39.56175232,31.52379036,20.19578362,48.41711807
483,90.01226044,19.19974518,55.20730972,-93.70344543,42.85099411,4999.955566,-140.7285614,53.1006012,39.58958435,31.54868698,20.28122711,48.36921692
484,89.88783264,19.23931122,55.37567139,-93.7483902,42.84741592,4999.960449,-140.7527466,53.11692047,39.58487701,31.56695175,20.39841461,48.34126663
485,89.8247757,19.2688179,55.50696182,-93.77638245,42.88298798,4999.961914,-140.7183838,53.1003685,39.65115738,31.5903492,20.67240715,48.36030197
486,89.73744202,19.29166794,55.60375595,-93.70628357,42.92364502,4999.967285,-140.7114716,53.07676315,39.66117096,31.62207985,20.86236763,48.40673065
487,89.63817596,19.31382942,55.67872238,-93.69924927,42.93650818,4999.952637,-140.6869507,53.07434464,39.68346786,31.63913345,20.97686768,48.42678452
488,89.63833618,19.3309021,55.72607803,-93.65348816,42.96302032,4999.953125,-140.7811127,53.05398178,39.6824646,31.659132,21.05145073,48.45561218
489,89.71875763,19.3458252,55.75062943,-93.58649445,42.98778534,4999.950684,-140.872879,53.06002808,39.70845795,31.69775581,21.07999229,48.51992035
490,89.85346222,19.35035133,55.77133942,-93.45279694,43.00512695,4999.952148,-140.949234,53.03176117,39.74386597,31.73859978,21.09425354,48.51810074
491,89.99192047,19.34343719,55.79392624,-93.3269043,43.02872849,4999.957031,-141.0290222,53.00799942,39.77285004,31.77610588,21.03625107,48.55965424
492,90.07435608,19.31060791,55.7769165,-93.30264282,43.04004669,4999.96875,-141.1559448,53.04004669,39.82743454,31.78920746,20.85863686,48.52009964
493,90.172966,19.24944687,55.75585175,-93.3025589,43.03846359,4999.956055,-141.1673889,53.0616188,39.84169006,31.80034065,20.7552166,48.64151001
494,90.35411835,19.20477295,55.79231644,-93.21786499,43.04364014,4999.956543,-141.1480103,53.0440979,39.909935,31.81236076,20.67408943,48.53704071
495,90.32992554,19.16816139,55.83732605,-93.25291443,43.0794487,4999.95459,-141.2158051,53.0720787,39.99964523,31.81974411,20.60616112,48.50144958
496,90.29245758,19.1334095,55.83511734,-93.1413269,43.11914444,4999.949707,-141.2086334,53.00489807,40.06188965,31.82317734,20.65477943,48.43959045
497,90.25683594,19.10299492,55.82226563,-93.28798676,43.1565094,4999.95166,-141.168808,53.07136917,40.0222435,31.84167099,20.86483383,48.45363617
498,90.2307663,19.0929184,55.8081131,-93.26654816,43.16743088,4999.96582,-141.0755615,53.03334808,40.06799698,31.89967918,21.02483749,48.34469223
499,90.14600372,19.08938599,55.81616211,-93.39746094,43.16236877,4999.95752,-140.990509,53.04880142,40.0297966,31.94858932,21.09284401,48.40452957
500,90.17324066,19.11509514,55.83843613,-93.43283844,43.19774628,4999.95459,-140.9390717,53.08382034,40.10254288,31.96902275,21.09048271,48.44429398
501,90.1050415,19.15126801,55.92383957,-93.5147934,43.22705078,4999.956543,-140.9568481,53.11584091,40.12117767,31.9948597,20.94100761,48.43067169
502,90.19367981,19.19514084,55.99513626,-93.47966766,43.27150726,4999.958008,-140.8199005,53.07675171,40.12818146,32.02884293,20.88354111,48.42891312
503,90.19421387,19.23659134,55.99227142,-93.53986359,43.34778595,4999.956055,-140.776474,53.11372757,40.15179062,32.06040573,20.75901413,48.39105988
504,90.04803467,19.26806259,56.00190353,-93.60532379,43.39070129,4999.961914,-140.7872467,53.0975914,40.23905563,32.08251572,20.62933922,48.44311905
505,90.02448273,19.29603195,55.95760727,-93.73631287,43.40980911,4999.956543,-140.6565857,53.12269211,40.26401901,32.09863663,20.61719894,48.44711304
506,89.96144104,19.32070351,55.9288063,-93.82564545,43.43856049,4999.958984,-140.6387024,53.13564301,40.26537704,32.11056519,20.79926872,48.44645309
507,89.88877106,19.33753014,55.93888474,-93.74274445,43.49836731,4999.953125,-140.6052704,53.06415176,40.26823807,32.12456512,20.93696976,48.37186432
508,89.85002136,19.34890747,56.01478195,-93.8052597,43.53396606,4999.958496,-140.5430908,53.09138489,40.21046448,32.15295792,21.06022835,48.44997025
509,89.79125214,19.36458778,56.03501892,-93.77759552,43.52685928,4999.966309,-140.5232391,53.07125854,40.24305344,32.17449188,21.14854622,48.38001251
510,89.67140961,19.37241364,56.08849335,-93.71702576,43.55801773,4999.959961,-140.5622559,53.04156113,40.29180908,32.18989182,21.21183014,48.45159912
511,89.60987091,19.36558723,56.23804855,-93.73738861,43.60226822,4999.95459,-140.6144104,53.04690552,40.34355927,32.20438766,21.25739288,48.52963257
512,89.63860321,19.35609436,56.27985382,-93.62203217,43.6265831,4999.95752,-140.7501373,53.00831604,40.36953735,32.21505737,21.2905674,48.5671463
513,89.72808075,19.32269859,56.24274063,-93.59060669,43.73531723,4999.952637,-140.8861389,53.04911423,40.42359161,32.23446655,21.29954529,48.5513649
514,89.85018158,19.23495102,56.28813171,-93.37824249,43.85216522,4999.952637,-141.0115204,52.99967957,40.46347809,32.23914337,21.27957535,48.41759109
515,90.00956726,19.19336128,56.2439537,-93.32905579,43.84305191,4999.960938,-141.0878754,53.02933121,40.51370621,32.23262405,21.33030701,48.4092598
516,90.11238098,19.15889931,56.22689056,-93.24246216,43.81870651,4999.965332,-141.1173859,52.98908615,40.51977539,32.23416519,21.34206581,48.37822723
517,90.21169281,19.1347084,56.23465347,-93.33052826,43.85266113,4999.958496,-141.1288147,53.04512787,40.53012848,32.23947525,21.35751534,48.43507385
518,90.1861496,19.10368729,56.3480072,-93.33514404,43.94231415,4999.954102,-141.2302399,53.05408096,40.58118439,32.24382019,21.37838554,48.39955521
519,90.14372253,19.09133339,56.42891312,-93.2760849,44.03586578,4999.957031,-141.2444458,53.03939056,40.58371735,32.25117874,21.33884239,48.32678986
520,90.16472626,19.08304596,56.45140457,-93.25139618,44.14014816,4999.947754,-141.1516571,53.00366211,40.59977722,32.26057816,21.30825996,48.3127594
521,90.0895462,19.13433266,56.41880798,-93.27812195,44.21487045,4999.953613,-141.1324768,52.99760818,40.58614349,32.27291489,21.35889435,48.2548027
522,90.00153351,19.18167686,56.37490845,-93.3885498,44.26841354,4999.967773,-141.05513,53.03128815,40.62852097,32.28583527,21.39235687,48.20824432
523,90.07726288,19.22619438,56.39642715,-93.46221924,44.30677795,4999.955078,-140.8862762,53.06186676,40.66191101,32.2971077,21.38652802,48.24672318
524,90.13221741,19.26020622,56.48002625,-93.44695282,44.3359642,4999.959473,-140.7904205,53.03915405,40.73939133,32.30493927,21.38915443,48.30791855
525,90.05355835,19.29115105,56.56015015,-93.53912354,44.35818863,4999.961914,-140.8240814,53.07749557,40.7580719,32.31563187,21.41457558,48.27262878
526,90.07536316,19.31778526,56.59610748,-93.59972382,44.37303162,4999.960449,-140.7581787,53.10046005,40.7694397,32.35372925,21.42725754,48.33026886
527,90.08357239,19.34174919,56.7726326,-93.68089294,44.3832283,4999.958008,-140.6821136,53.11518478,40.81719208,32.3959465,21.40503693,48.33717728
528,89.88481903,19.3719902,56.83878708,-93.78520203,44.38904572,4999.959473,-140.669632,53.09245682,40.86299515,32.41609192,21.37102127,48.40372849
529,89.81832886,19.37717819,56.96176147,-93.92022705,44.39365387,4999.954102,-140.5941315,53.11323547,40.87072372,32.43013763,21.38199425,48.41146851
530,89.75712585,19.38357925,57.06023407,-94.05226898,44.39800644,4999.952637,-140.5858917,53.16925812,40.89874268,32.44945145,21.42878532,48.48493195
531,89.70092773,19.37300873,57.15655136,-93.9955368,44.39963531,4999.961914,-140.5470276,53.14283752,40.97108078,32.46421432,21.46875381,48.45491028
532,89.70251465,19.35697937,57.16452789,-93.91622925,44.40123749,4999.957031,-140.4961853,53.11273193,40.96218109,32.48189163,21.48703957,48.44975662
533,89.59500122,19.3147583,57.16248703,-93.85520172,44.40673447,4999.960449,-140.5894928,53.10120392,40.97594833,32.49258804,21.47821617,48.42487717
534,89.47865295,19.2495594,57.26911926,-93.73505402,44.42035675,4999.970215,-140.6175537,53.01267242,41.03980637,32.50182724,21.4550724,48.498806
535,89.51283264,19.18780708,57.32336426,-93.81197357,44.43011856,4999.950684,-140.7014465,53.07934952,41.05518341,32.49661255,21.45553017,48.59928894
536,89.60842133,19.11284447,57.29058075,-93.66688538,44.43930817,4999.95459,-140.8458252,53.08303833,41.10503769,32.50791931,21.43275642,48.57209396
537,89.7392807,19.08414459,57.23237991,-93.52077484,44.46058655,4999.951172,-140.9746094,53.05351257,41.17149734,32.53847122,21.42324448,48.63196945
538,89.96394348,19.09354973,57.31893539,-93.37298584,44.50635147,4999.957031,-141.019928,53.0464592,41.1647644,32.5874176,21.43250465,48.5462265
539,90.13510895,19.09255409,57.37175369,-93.3312149,44.55158234,4999.956543,-141.0506439,53.05542755,41.16908646,32.62931824,21.4150753,48.50199127
540,90.07810974,19.09539604,57.43402481,-93.31671143,44.55483627,4999.967773,-141.1069336,53.036026,41.20968628,32.63632584,21.40205956,48.52714157
541,90.12697601,19.13136292,57.48458862,-93.3571701,44.54300308,4999.959473,-141.1260986,53.05985641,41.20659256,32.64415741,21.38667679,48.47663116
542,90.10433197,19.18087769,57.4650383,-93.3565979,44.52668762,4999.955566,-141.1427765,53.03844833,41.22743225,32.66976547,21.34552956,48.38155746
543,90.0622406,19.22432327,57.39944839,-93.37203979,44.52436447,4999.953125,-141.1117096,53.02499771,41.26963806,32.69297028,21.29132271,48.27873611
544,90.11523438,19.25181389,57.40332794,-93.40935516,44.49885559,4999.953613,-140.9811096,53.04065323,41.326931,32.70549393,21.2356739,48.3272171
545,90.07897186,19.28248215,57.46579361,-93.50613403,44.5062561,4999.956055,-140.9375305,53.0590744,41.33600235,32.75422287,21.14951134,48.33837509
546,89.81816864,19.30939293,57.46965408,-93.60423279,44.58953094,4999.964844,-140.9577789,53.05562973,41.34439087,32.78221512,21.08956909,48.37003708
547,89.99503326,19.32765579,57.47084427,-93.6873703,44.62535858,4999.953613,-140.7682037,53.1182251,41.40768051,32.79845047,21.05851746,48.39873886
548,89.99794769,19.34728241,57.50290298,-93.70903778,44.67263794,4999.955566,-140.7424927,53.13548279,41.38941193,32.79460526,21.09576988,48.31041336
549,90.01799011,19.35885429,57.60053253,-93.79421997,44.69253159,4999.960449,-140.6917725,53.1529007,41.43855667,32.79073334,21.12143135,48.34963226
550,89.94437408,19.35655403,57.59483719,-93.76920319,44.70384979,4999.952637,-140.7021179,53.10914993,41.48386383,32.83928299,20.95375633,48.38473892
551,89.87380219,19.34716415,57.62471008,-93.89675903,44.71278763,4999.950684,-140.6794739,53.12189102,41.54084396,32.85749435,20.80548286,48.38859177
552,89.68247986,19.31611633,57.69782639,-93.93106842,44.7251358,4999.958984,-140.5856171,53.07516098,41.55537415,32.85516357,20.84157181,48.35899734
553,89.69223785,19.29387093,57.70846939,-94.08177185,44.80477905,4999.957031,-140.5079498,53.16033173,41.5152359,32.87475967,20.86743164,48.37929916
554,89.62985229,19.25490952,57.66739273,-94.08321381,44.87084198,4999.959473,-140.4845734,53.13299561,41.54455566,32.90037537,20.84382057,48.43665695
555,89.56322479,19.15206528,57.64862061,-94.13155365,44.94873428,4999.958496,-140.4909363,53.14588547,41.59939575,32.92481613,20.72574615,48.43996429
556,89.44695282,19.08886528,57.64858246,-94.11816406,45.00476456,4999.956055,-140.5985413,53.13937759,41.61484909,32.93439865,20.74879646,48.46492767
557,89.47509003,19.04269409,57.68981552,-93.98364258,45.0504837,4999.95459,-140.6159363,53.10114288,41.61501694,32.94459534,20.64076996,48.47810364
558,89.40402985,19.01984024,57.85396957,-93.93808746,45.10139465,4999.960449,-140.6543884,53.10080719,41.65700531,32.94646835,20.56067467,48.56062698
559,89.54896545,19.03194237,57.95845032,-93.79788971,45.13615417,4999.952637,-140.7625427,53.07302094,41.6902504,32.95995331,20.60089874,48.52703476
560,89.68190002,19.05550385,58.04887009,-93.68972778,45.13805008,4999.955566,-140.8966522,53.06668472,41.71435165,32.97979736,20.70478058,48.58179855
561,89.85391235,19.08898163,58.07820511,-93.56863403,45.15423203,4999.959961,-141.0015564,53.07550049,41.70050812,33.02584076,20.67936516,48.4872818
562,90.04657745,19.13820839,58.02195358,-93.44634247,45.17985153,4999.957031,-141.0120239,53.07640839,41.72079849,33.06006241,20.57929039,48.48350143
563,90.18175507,19.17975426,58.02967834,-93.32598877,45.19654465,4999.955566,-140.9823761,53.035923,41.78850555,33.08887482,20.52134514,48.37305069
564,90.04560089,19.22655296,58.08734512,-93.39662933,45.21604919,4999.964355,-141.0154114,53.0448761,41.8515625,33.10132599,20.36208534,48.41983414
565,90.09299469,19.2589283,58.05397415,-93.40736389,45.23299789,4999.951172,-140.9786835,53.04801941,41.87928009,33.10936737,20.24797058,48.37357712
566,89.99385834,19.29486847,58.03453064,-93.44004822,45.2281456,4999.953125,-141.0224152,53.03113556,41.90695572,33.11236572,20.16620255,48.35797882
567,89.98500824,19.31837082,58.01577759,-93.50418091,45.25342178,4999.958496,-140.9619293,53.05747223,41.94212723,33.11635971,20.1066494,48.27886581
568,89.98139191,19.34345627,58.05829239,-93.53651428,45.27412415,4999.947754,-140.8934174,53.04626465,41.93429184,33.12294769,20.03407288,48.30655289
569,89.8852005,19.35543633,58.18425369,-93.59460449,45.29772949,4999.954102,-140.9093323,53.04089355,41.97534943,33.13205719,20.01197433,48.2161293
570,89.76341248,19.35277557,58.23978424,-93.6591568,45.33815002,4999.960449,-140.8088531,53.05269623,42.00251007,33.15809631,19.96623611,48.26330948
571,89.98858643,19.34262466,58.31623077,-93.80032349,45.38301468,4999.954102,-140.5987549,53.13994217,41.9830246,33.19416046,19.93346214,48.32551956
572,89.98374939,19.32935333,58.32855988,-93.84143829,45.39578629,4999.961426,-140.5835571,53.15542221,42.06051636,33.22266769,19.90997887,48.39230347
573,89.9515152,19.25463486,58.4116745,-93.88134003,45.41108322,4999.958008,-140.5771637,53.19805145,42.02806854,33.23521042,19.89315224,48.43001938
574,89.9704361,19.19959831,58.45675659,-93.88005829,45.43215561,4999.953125,-140.475174,53.18395233,42.05647659,33.25647354,19.88109589,48.42297745
575,89.84867859,19.10469627,58.43986511,-93.94589996,45.41008377,4999.954102,-140.464325,53.16585159,42.06169891,33.27433777,19.90332603,48.42850876
576,89.62439728,19.02470398,58.54255295,-93.96810913,45.40410233,4999.95459,-140.4030457,53.11233139,42.09320831,33.28341293,19.94915962,48.445961
577,89.53928375,18.96738625,58.56500626,-94.08442688,45.42521667,4999.960938,-140.4186707,53.14919662,42.09496307,33.29035187,19.98200035,48.40283203
578,89.48690033,18.94205666,58.59363556,-94.07939148,45.38656235,4999.956543,-140.436264,53.14457703,42.14661407,33.30054474,20.40683174,48.40961075
579,89.49581146,18.95463753,58.5967865,-93.95476532,45.36071396,4999.955078,-140.4475098,53.09532547,42.18376541,33.31788635,20.61959457,48.44433975
580,89.4278183,18.98988724,58.59421921,-93.97099304,45.36977768,4999.95752,-140.5556641,53.09673309,42.2028389,33.3176384,20.8742981,48.46259689
581,89.44528961,19.01514435,58.64447403,-93.85451508,45.41230392,4999.958008,-140.6691742,53.08334732,42.23842621,33.30632782,21.05680275,48.46883392
582,89.37839508,19.07521629,58.5560379,-93.82917786,45.43035889,4999.95752,-140.7811279,53.04855728,42.25546265,33.30541229,21.14609146,48.49759293
583,89.66925812,19.13624954,58.59396362,-93.74385834,45.43796921,4999.94873,-140.8043976,53.09381866,42.31504059,33.31519699,21.24094009,48.55381775
584,89.85179138,19.19347382,58.57676315,-93.5819397,45.49572372,4999.958984,-140.8936768,53.06396103,42.33725357,33.33399963,21.24716377,48.49910355
585,90.02687073,19.24047089,58.65993881,-93.56980896,45.55385208,4999.958496,-140.9345856,53.11552048,42.33427048,33.35765839,21.31336021,48.47179413
586,90.05567932,19.27264786,58.68577576,-93.52204895,45.59944916,4999.95459,-140.999115,53.08483887,42.367836,33.42063904,21.36175728,48.4631691
587,90.10623932,19.31594276,58.65026474,-93.49640656,45.62518311,4999.955566,-140.9706116,53.06908798,42.42502213,33.47199249,21.36556625,48.39989471
588,89.94512177,19.339468,58.7338295,-93.50245667,45.6282959,4999.956543,-140.9634552,53.04201508,42.4752121,33.51431274,21.36829567,48.45503235
589,89.95163727,19.36756897,58.86605453,-93.52085876,45.66923523,4999.949219,-140.9205017,53.04659653,42.48018265,33.54533768,21.36832237,48.3657074
590,89.96548462,19.36971283,58.99263382,-93.58380127,45.70251083,4999.949707,-140.8425293,53.07616043,42.52067566,33.57129288,21.40113831,48.38199615
591,90.00161743,19.35476112,59.05438995,-93.62445068,45.72101212,4999.955078,-140.7301483,53.10825729,42.50605011,33.58095169,21.44008827,48.37144089
592,89.93228912,19.32605743,59.06969833,-93.69374847,45.75377274,4999.952148,-140.7310486,53.1121254,42.51440048,33.60361481,21.4679966,48.40919113
593,89.98698425,19.30549049,59.03436661,-93.60548401,45.77458572,4999.956543,-140.6090088,53.0589447,42.5622673,33.62874603,21.48799324,48.31968307
594,89.80158997,19.19781113,58.99072266,-93.73713684,45.80126953,4999.961426,-140.5766602,53.08008575,42.53450394,33.63978577,21.55537987,48.33220291
595,89.95301056,19.09891891,58.98935318,-93.75493622,45.7813797,4999.955566,-140.4350586,53.10161209,42.56197357,33.64370728,21.57665253,48.33246994
596,89.86827087,19.05429268,59.02020645,-93.86485291,45.77405548,4999.964844,-140.4973297,53.16041183,42.57774353,33.6481781,21.55813217,48.33731842
597,89.8026123,18.99983025,59.04424286,-93.92640686,45.77723312,4999.958496,-140.4784393,53.14230347,42.64037323,33.63994598,21.54486084,48.30614853
598,89.77011108,18.95855904,59.07207489,-94.02760315,45.80098343,4999.957031,-140.4009552,53.14450073,42.617836,33.65342331,21.52667046,48.35187531
599,89.67811584,18.97695541,59.09394836,-94.06742859,45.80849838,4999.957031,-140.3601227,53.15139771,42.68400955,33.66308212,21.51363564,48.31149673
600,89.4286499,19.01337433,59.07392883,-94.05225372,45.83101654,4999.95752,-140.3535004,53.1019783,42.70854187,33.67131805,21.47439194,48.31354523
601,89.44460297,19.05745888,59.09913635,-94.08670807,45.84326172,4999.957031,-140.3139191,53.1067543,42.68776703,33.68235016,21.47714233,48.39712143
602,89.41413879,19.11303139,59.1499939,-94.07017517,45.87986755,4999.953125,-140.3789368,53.11446762,42.76943207,33.6885376,21.47911263,48.46629333
603,89.39769745,19.1775856,59.13241577,-93.97293854,45.90071106,4999.959473,-140.4507294,53.10655594,42.77019501,33.68416595,21.5056057,48.50086975
604,89.47219849,19.22384071,59.21918106,-93.79823303,45.91769791,4999.958496,-140.5196991,53.07565689,42.8044014,33.69514847,21.4995079,48.50376511
605,89.57152557,19.25923347,59.29485703,-93.7427063,45.92167664,4999.955566,-140.6344757,53.08680725,42.86169815,33.70153427,21.52118301,48.4841423
606,89.66297913,19.29508591,59.26708221,-93.6318512,45.92781448,4999.956055,-140.6660156,53.05584335,42.82287598,33.7187767,21.52610397,48.44981384
607,89.83903503,19.32377434,59.18737411,-93.51143646,45.94361496,4999.963379,-140.7812958,53.07051086,42.83840179,33.73156738,21.48332596,48.39871979
608,89.99480438,19.34432983,59.26338577,-93.4592514,45.95567703,4999.955566,-140.8238678,53.06824112,42.86891937,33.7400322,21.45267296,48.34951782
609,90.07647705,19.36055946,59.32073975,-93.43589783,45.96432495,4999.956055,-140.8436127,53.07642365,42.89378738,33.73864365,21.42878151,48.39255142
610,90.07410431,19.36019325,59.47180939,-93.30493164,45.9705162,4999.952637,-140.8601227,53.01021576,42.92971802,33.73413849,21.4434967,48.25409317
611,90.04125977,19.35993195,59.4913063,-93.42298889,45.97473526,4999.952637,-140.8582001,53.05994797,42.95168686,33.72512817,21.45403862,48.26350784
612,89.87513733,19.35374832,59.40109634,-93.42272186,45.97723389,4999.955078,-140.8295746,53.00835037,42.97635651,33.74305344,21.24357986,48.26031494
613,89.82808685,19.29984856,59.38468552,-93.53553009,45.97976685,4999.954102,-140.8284149,53.03984833,43.00527573,33.76145554,21.06191063,48.24652863
614,89.82645416,19.19901466,59.44045639,-93.59342957,45.98158646,4999.956543,-140.7665405,53.06593323,43.02003479,33.7569809,20.86903381,48.23422241
615,89.85839081,19.10128021,59.43893814,-93.60423279,45.98266602,4999.950684,-140.6677856,53.05370712,43.00938797,33.76718521,20.82440567,48.18490601
616,89.83824158,19.03125,59.41855621,-93.709198,45.98291779,4999.950684,-140.6242523,53.04959106,43.02651596,33.77845001,20.94870377,48.20642471
617,89.8535614,18.98406982,59.41456223,-93.69423676,45.98384094,4999.959961,-140.5594025,53.08032227,43.05487823,33.79642105,21.03294373,48.21268082
618,89.71022034,18.97574806,59.52070618,-93.81985474,45.98450089,4999.963379,-140.5014648,53.11144257,43.12728119,33.80044937,21.06725693,48.25755692
619,89.73976135,18.96978378,59.72506332,-93.90628815,45.98497772,4999.956055,-140.4532928,53.12909317,43.18545532,33.82364655,20.87479591,48.28075409
620,89.80588531,19.0037384,59.90236282,-93.91373444,45.98531723,4999.960449,-140.3423309,53.14118576,43.17325592,33.87467575,20.79766464,48.32747269
621,89.74187469,19.02806854,59.95705032,-93.99503326,45.98556137,4999.955566,-140.2904968,53.14227295,43.20885468,33.92717361,20.74239731,48.3058815
622,89.6349411,19.09272194,59.90170288,-94.00658417,45.98573303,4999.953125,-140.2801666,53.14220428,43.19189835,34.00787354,20.92177582,48.33197021
623,89.44927216,19.16228294,59.85432434,-94.03022766,45.98585892,4999.953125,-140.3610992,53.10097885,43.22928619,34.0625,20.9567337,48.35974884
624,89.31199646,19.21212769,59.84256363,-94.12002563,45.98595047,4999.958008,-140.2616425,53.10342026,43.26573944,34.10199356,20.98178101,48.41676331
625,89.43497467,19.25158882,59.82835007,-94.14103699,45.98601151,4999.95166,-140.1877899,53.14619446,43.2880249,34.13774872,21.09137154,48.4611702
626,89.45246887,19.28586197,59.81623459,-94.05687714,45.98605728,4999.960449,-140.2598267,53.14520264,43.32546234,34.17274475,21.17182732,48.54114914
627,89.4417038,19.31866455,59.81334305,-93.9688797,45.98609161,4999.956055,-140.418869,53.12168503,43.35254669,34.19081116,21.22947502,48.50627899
628,89.62499237,19.34066772,59.80644608,-93.8141098,45.9861145,4999.950684,-140.4499817,53.11818314,43.39259338,34.21615982,21.301651,48.49205399
